	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	ISO_CODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
0	Amami-100_name-1	Amami	100_name	n aː	naze1238	nan	1405	NAME	221	
1	Amami-101_ye-1	Amami	101_ye	ʔʲ a x j a	naze1238	nan	1213	YOU	222	
2	Amami-102_he-1	Amami	102_he	ʔ a ɴ tɕ u	naze1238	nan	1211	HE	230	
3	Amami-103_they-1	Amami	103_they	ʔ a ɴ tɕ u ɴ x j a	naze1238	nan	817	THEY	233	
4	Amami-104_how-1	Amami	104_how	x j a s i	naze1238	nan	1239	HOW	235	
5	Amami-105_when-1	Amami	105_when	ʔ i ts ɨ	naze1238	nan	1238	WHEN	239	
6	Amami-106_where-1	Amami	106_where	d aː	naze1238	nan	1237	WHERE	241	
7	Amami-107_here-1	Amami	107_here	x u m a	naze1238	nan	136	HERE	244	
8	Amami-108_there-1	Amami	108_there	ʔ a m a	naze1238	nan	1937	THERE	248	
9	Amami-109_other-1	Amami	109_other	b i tɕ i n a	naze1238	nan	197	OTHER	251	
10	Amami-10_many-1	Amami	10_many	ɕ o g o ɕ a ɴ	naze1238	nan	1198	MANY	34	
11	Amami-110_three-1	Amami	110_three	m iː ts ɨ	naze1238	nan	492	THREE	252	
12	Amami-111_four-1	Amami	111_four	j uː ts ɨ	naze1238	nan	1500	FOUR	253	
13	Amami-112_five-1	Amami	112_five	ʔ i ts ɨ ts ɨ	naze1238	nan	493	FIVE	254	
14	Amami-113_few-1	Amami	113_few	ʔ i k i r a s a r i	naze1238	nan	1242	FEW	258	
15	Amami-114_sky-1	Amami	114_sky	θ ɨ ɴ	naze1238	nan	1732	SKY	-260	
16	Amami-115_day-1	Amami	115_day	h i r u h i ɴ m a	naze1238	nan	1225	DAY (NOT NIGHT)	262	
17	Amami-116_fog-1	Amami	116_fog	k i r i	naze1238	nan	249	FOG	264	
18	Amami-117_wind-1	Amami	117_wind	x a z e	naze1238	nan	960	WIND	266	
19	Amami-118_flow-1	Amami	118_flow	n a g a r e r u r i	naze1238	nan	2003	FLOW	267	
20	Amami-119_sea-1	Amami	119_sea	ʔ u m i	naze1238	nan	1474	SEA	268	
21	Amami-11_one-1	Amami	11_one	t ɨː ts ɨ	naze1238	nan	1493	ONE	35	
22	Amami-120_lake-1	Amami	120_lake	ʔ i x i	naze1238	nan	624	LAKE	269	
23	Amami-121_rain-1	Amami	121_rain	ʔ a m ɨ	naze1238	nan	1253	RAIN (RAINING)	272	
24	Amami-122_wet-1	Amami	122_wet	n eː θ a	naze1238	nan	1726	WET	274	
25	Amami-123_wash-1	Amami	123_wash	ʔ a r a u r i	naze1238	nan	1453	WASH	276	
26	Amami-124_snake-1	Amami	124_snake	n a g a m u ɴ	naze1238	nan	730	SNAKE	280	
27	Amami-125_worm-1	Amami	125_worm	m u s i	naze1238	nan	1219	WORM	281	
28	Amami-126_back-1	Amami	126_back	x u s i	naze1238	nan	1291	BACK	284	
29	Amami-127_leg-1	Amami	127_leg	h a g i	naze1238	nan	1297	LEG	287	
31	Amami-129_wing-1	Amami	129_wing	h a ɴ g e	naze1238	nan	1257	WING	294	
32	Amami-12_two-1	Amami	12_two	t aː ts ɨ	naze1238	nan	1498	TWO	36	
37	Amami-133_guts-1	Amami	133_guts	w a θ a	naze1238	nan	1334	GUTS	303	
41	Amami-137_flower-1	Amami	137_flower	h a n a	naze1238	nan	239	FLOWER	308	
42	Amami-138_grass-1	Amami	138_grass	k u s a	naze1238	nan	606	GRASS	309	
43	Amami-139_with-1	Amami	139_with	θ u	naze1238	nan	1340	WITH	310	
44	Amami-13_big-1	Amami	13_big	h w ɨ sː a r i	naze1238	nan	1202	BIG	40	
45	Amami-140_in-1	Amami	140_in	n a ɴ	naze1238	nan	1460	IN	311	
46	Amami-141_at-1	Amami	141_at	n a ɴ θ ɨ	naze1238	nan	1461	AT	313	
47	Amami-142_if-1	Amami	142_if	j a θ a tɕ i tɕ i	naze1238	nan	1459	IF	316	
48	Amami-143_mother-1	Amami	143_mother	ʔ a ɴ m a	naze1238	nan	1216	MOTHER	320	
49	Amami-144_father-1	Amami	144_father	dʑ u	naze1238	nan	1217	FATHER	326	
50	Amami-145_husband-1	Amami	145_husband	u θ u	naze1238	nan	1200	HUSBAND	331	
51	Amami-146_wife-1	Amami	146_wife	θ u dʑ i	naze1238	nan	1199	WIFE	336	
52	Amami-147_salt-1	Amami	147_salt	m a ɕ u	naze1238	nan	1274	SALT	340	
53	Amami-149_snow-1	Amami	149_snow	j u k i	naze1238	nan	784	SNOW	342	
54	Amami-14_small-1	Amami	14_small	ʔʲ e n a s a r i	naze1238	nan	1246	SMALL	46	
57	Amami-153_cut-1	Amami	153_cut	k i r u r i	naze1238	nan	1432	CUT	347	
58	Amami-154_wide-1	Amami	154_wide	h i r u s a r i	naze1238	nan	1243	WIDE	348	
59	Amami-155_narrow-1	Amami	155_narrow	s e b a s a r i	naze1238	nan	1267	NARROW	350	
60	Amami-156_far-1	Amami	156_far	θ uː s a r i	naze1238	nan	1406	FAR	351	
61	Amami-157_near-1	Amami	157_near	tɕ i kʲ a s a r i	naze1238	nan	1942	NEAR	352	
62	Amami-158_thick-1	Amami	158_thick	ʔ a tɕ i ɕ a r i	naze1238	nan	1244	THICK	354	
63	Amami-159_thin-1	Amami	159_thin	h i sː a r i	naze1238	nan	2308	THIN	357	
64	Amami-15_long-1	Amami	15_long	n a g a s a r i	naze1238	nan	1203	LONG	48	
65	Amami-160_short-1	Amami	160_short	ʔ i kː j a s a r i	naze1238	nan	1645	SHORT	360	
66	Amami-161_heavy-1	Amami	161_heavy	ʔ u b u s a r i	naze1238	nan	1210	HEAVY	361	
67	Amami-162_dull-1	Amami	162_dull	k i r i r a ɴ	naze1238	nan	379	BLUNT	362	
68	Amami-163_sharp-1	Amami	163_sharp	k i r i r u ɴ	naze1238	nan	1396	SHARP	369	
69	Amami-164_dirty-1	Amami	164_dirty	j a n a g e s a r i	naze1238	nan	1230	DIRTY	373	
70	Amami-165_rotten-1	Amami	165_rotten	w a r u s a r i	naze1238	nan	1728	ROTTEN	376	
71	Amami-166_bad-1	Amami	166_bad	k u s a r e θ a	naze1238	nan	1292	BAD	379	
72	Amami-167_smooth-1	Amami	167_smooth	n a b i r o s a r i	naze1238	nan	1234	SMOOTH	383	
73	Amami-168_straight-1	Amami	168_straight	m a sː ɨ g u	naze1238	nan	1404	STRAIGHT	384	
74	Amami-169_correctright-1	Amami	169_correctright	i tɕː a r i	naze1238	nan	1725	CORRECT (RIGHT)	390	
75	Amami-16_woman-1	Amami	16_woman	o n a g u	naze1238	nan	962	WOMAN	49	
76	Amami-170_left-1	Amami	170_left	h i dʑ a r i	naze1238	nan	244	LEFT	394	
77	Amami-171_right-1	Amami	171_right	n i g i r i	naze1238	nan	1019	RIGHT	395	
78	Amami-172_old-1	Amami	172_old	h u r u s a r i	naze1238	nan	1229	OLD	396	
79	Amami-173_rub-1	Amami	173_rub	s ɨ r u r i	naze1238	nan	1449	RUB	399	
80	Amami-174_pull-1	Amami	174_pull	h i pː a r u r i	naze1238	nan	1455	PULL	400	
81	Amami-175_push-1	Amami	175_push	ʔ u s u r i	naze1238	nan	1452	PUSH	401	
82	Amami-176_throw-1	Amami	176_throw	n a g ɨ r u r i	naze1238	nan	1456	THROW	404	
