	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	ISO_CODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
4	Even-102_sitv-1	Even	102_sitv	t e ɣ e tʃ	even1260	eve	1416	SIT	102_sitv-385	
5	Even-102_sitv-2	Even	102_sitv	t e ɣ e t	even1260	eve	1416	SIT	102_sitv-385	
7	Even-104_throwv-1	Even	104_throwv	n oˁː/oː d aˤ/a ʕ	even1260	eve	1456	THROW	104_throwv-388	
8	Even-105_three-1	Even	105_three	iˤ/i ʕ l e n	even1260	eve	492	THREE	105_three-398	
9	Even-106_right-1	Even	106_right	aːˁ n g aˤ/a ʕ ɣ	even1260	eve	1019	RIGHT	106_right-399	
10	Even-107_washv-1	Even	107_washv	aˤ/a ʕ w	even1260	eve	1453	WASH	107_washv-404	
14	Even-10_rootn-1	Even	10_rootn	ŋ eː ŋ t e	even1260	eve	670	ROOT	10_rootn-19	
20	Even-113_two-1	Even	113_two	dʒ o r	even1260	eve	1498	TWO	113_two-422	
23	Even-116_snaken-1	Even	116_snaken	dʒ aˤ/a ʕ b d aˤ/a ʕ	even1260	eve	730	SNAKE	116_snaken-433	
24	Even-117_cloudn-1	Even	117_cloudn	t o ɣ e tʃ i n	even1260	eve	1489	CLOUD	117_cloudn-435	
25	Even-118_yearn-1	Even	118_yearn	aˤ/a ʕ n ŋ aˤ/a ʕ n	even1260	eve	1226	YEAR	118_yearn-436	
28	Even-11_comev-1	Even	11_comev	e m	even1260	eve	1446	COME	11_comev-23	
32	Even-122_at-1	Even	122_at	d uˤ/u ʕ	even1260	eve	1461	AT	122_at-462	
33	Even-122_at-2	Even	122_at	d u	even1260	eve	1461	AT	122_at-462	
34	Even-122_at-3	Even	122_at	t uˤ/u ʕ	even1260	eve	1461	AT	122_at-462	
35	Even-122_at-4	Even	122_at	t u	even1260	eve	1461	AT	122_at-462	
40	Even-125_playv-1	Even	125_playv	e w i	even1260	eve	1413	PLAY	125_playv-478	
41	Even-125_playv-2	Even	125_playv	e j u	even1260	eve	1413	PLAY	125_playv-478	
45	Even-128_flyv-1	Even	128_flyv	d e g	even1260	eve	1441	FLY (MOVE THROUGH AIR)	128_flyv-492	
50	Even-131_headn-1	Even	131_headn	d iˤ/i ʕ l	even1260	eve	1256	HEAD	131_headn-506	
51	Even-132_bellyn-1	Even	132_bellyn	u r	even1260	eve	1251	BELLY	132_bellyn-511	
52	Even-132_bellyn-2	Even	132_bellyn	ħ u k t e	even1260	eve	1251	BELLY	132_bellyn-512	
60	Even-136_digv-1	Even	136_digv	u l	even1260	eve	1418	DIG	136_digv-531	
61	Even-136_digv-2	Even	136_digv	tʃ oˤ/o ʕ ŋ q aˤ/a ʕ	even1260	eve	1418	DIG	136_digv-532	
62	Even-137_pullv-1	Even	137_pullv	t aːˁ n	even1260	eve	1455	PULL	137_pullv-534	
73	Even-142_feathern-1	Even	142_feathern	iˤ/i ʕ n ŋ e t	even1260	eve	1201	FEATHER	142_feathern-567	
75	Even-144_thin-1	Even	144_thin	n e m k u n	even1260	eve	2308	THIN	144_thin-572	
76	Even-144_thin-2	Even	144_thin	k iˁ aˁ ŋ aˤ/a ʕ s	even1260	eve	2308	THIN	144_thin-574	
77	Even-144_thin-3	Even	144_thin	ħ i l u m k u n	even1260	eve	2308	THIN	144_thin-575	
